reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1XDIC6OQKYJXW,B000V8GA46,J. Rodino,"[0, 0]","Works just fine for the Tascam DP-008 I also bought through Amazon, and saves a lot of batteries. What else can you say? It works.",5.0,It's a P/S,1368748800,"05 17, 2013"
A1XEX009ZR6WXG,B004Z17008,John Ferrell,"[0, 0]","This little tuner works fine but the little rubber foot keeps coming off.  It works without it, but things things like that putt me nuts.",4.0,Great Tuner,1381363200,"10 10, 2013"
A1XNCV67JBJVF7,B0010CHS8E,Sam Beckett,"[0, 0]","i bought this cable in an emergency situation - one where I was on the road, needed a great cable, and didn't have access to roll my own using, what would've been, essentially the same parts.  I exclusively use canare and mogami in the studio, and in critical places of my live setup.  The cable itself is top shelf, quiet, and will provide years of use if you treat it even with modest respect.  As an instrument cable, this could possibly  be a little short if you move around a bunch, making it worth it to go for the 18' cable as a bass or guitar player if you don't like being tied down.  I used this as part of a keyboard rig, where it was perfect on all levels - quality reproduction of sound across the entire spectrum (the highs were crystal, the bass clear), connection is solid (I am not a gold fanatic, but these are excellent), great warranty, and a reputation that holds value.  (These are real deal pro cables, as opposed to some cables priced similarly that have a monster price, but not necessarily a superior build or sound, which is why I didn't walk into guitar center and buy a pair of monster 1000's and waited for these to be delivered overnight instead,,,)",5.0,"a top notch cable, period.",1385510400,"11 27, 2013"
A1YIGDWVHNNTMU,B005PGGU9O,"Andrew Adkins ""Andre""","[0, 0]","Great deal on a capo, it's about the same quality as one i would buy for 5x the amount elsewhere.  It takes a while for the shipping, but that's stated in the description.  I was pleasantly suprised.  I would recommend this capo.",5.0,good capo,1383436800,"11 3, 2013"
A1YTMYDNMTQXLE,B003OG9NH8,Josh Koterba,"[15, 15]","I ordered one of these bad boys on a whim. It's definitely the best verb it's price range. You can dial in some pretty lush tones.It has a 3 way toggle, that changes it from hall, spring and room verbs.There'd is also an a/b switch that is almost a tone mode. A is bright and in your face, and B is very lush and ambient.Using these settings you can go from electro harmonix holy grail to fender spring reverb.Also has a blend knob, which controls wet and dry signal mix, and time knob that controls, you guessed it reverb time and amount.Very versatile.This pedal is built with great construction, though the first one I received was faulty. All sorts of popping and weird stuff going on.The 2nd one works flawlessly. Seems very durable, switch and jacks are quality.I highly recommend getting a 1spot or 9v adapter b/c this thing drains batter power FAST, though all modulation pedals do.This pedal does not suck tone, and is true bypass, though I wish this wasn't, as I wish reverb trails were avail after the effect was turned off.For &lt; $75 shipped I certainly can't complain.If you have any hesitations on the Biyang stuff, I definitely recommend it.",4.0,Pretty good reverb pedal,1307404800,"06 7, 2011"
A1ZD690RCXOSB,B00191WVF6,guitsteve,"[0, 0]","I have had a few converters purchased at electronics stores over the years and none seem to stand up to the vigorous use placed on them by the road. I have not had this long enough to know if it will, but so far so good...",4.0,no problems,1388966400,"01 6, 2014"
A1ZGNCN1VRUO1H,B0043RZ9QQ,JC,"[1, 2]","Was looking for a good solution to practice guitar at night while my 1 year slept. Before I was plugging in headphones to my amp head, but it was getting kind of annoying to set everything up (take out electric plug covers, get all cords out of the cabinets, etc). Oh how life changes with a baby! :)This little product is the perfect solution.It takes two AAA batteries (some generic brand are included in the package). There are two ON settings: regular ON and ""FX"" ON. Regular on is basically like a standard lead channel. Turn down the gain and the cleans are pretty clean. Crank up the gain and you get a nice rock crunch. Nothing heavy metal, but a nice crisp crunch. FX ON turns on a little delay effect. You can not adjust the delay effect, only turn it on or off. There are also knobs for volume and tone.Plug your headphones into the side, and you can also plug in an MP3 player on the top to jam with a backing track.VOX has samples for all of their AMPlugs on their website, however they seem to be missing samples for the Joe Satriani version. I would say that the JS version is pretty close to the ""LEAD"" amplug.I have a pair of middle/lower range headphones (Audio-Technica ATH-M30 Professional Studio Monitor Closed-back Dynamic Stereo Headphones) and the amplug sounds fantastic.In the title I wrote ""wait for this to go on sale"" ... b/c of the JS branding, this particular amplug retails at a much higher price than the other amplugs. However, it frequently drops down to the same price level so keep your eyes peeled! Personally at the higher MSRP i dont think its worth it, but at the same price it is if you are looking for a nice lead tone.",5.0,Very Happy with Purchase - wait for this to go on sale,1360022400,"02 5, 2013"
A1ZMV5QSAR8V2L,B004M9CKVM,Mark D. Davis,"[0, 0]","This pedal is a great delay pedal. works well with my marshall,Has a lot of feautures and is very versitale....",5.0,flashback,1380758400,"10 3, 2013"
A1ZXTQA6K1YOJ0,B008O0RKVA,Brian Mark,"[0, 0]","I have a bad habit of backing off of the microphone when changing chords on the guitar. This little device gives me auto-correct for that habit as well as some nice echos and reverbs which aren't overbearing, and the pitch correction sounds really natural. Now I just need 2 more so the rest of our singers have that same great sound.",5.0,Auto correction for my bad habits...,1392940800,"02 21, 2014"
A2053ZJUGCKUA5,B000VUNEZM,LARRY,"[0, 0]",I enjoy using this strap on some of my guitars. Easy to install and remove. 5 stars to the seller and the strap itself,5.0,affordable and well made,1367452800,"05 2, 2013"
A205483DF7XVDE,B002ZH9JQC,"StevenEddy ""Audio Pro""","[0, 0]","This thing works great!I play out live in clubs and this device is indispensable. Accurate and quick - great for between song quick tuning.It's a Boss pedal - so it is rugged and reliable.I have seen this pedal on the pedal boards of top touring pros, recording artists and session musicians in and around the Dallas and North Texas area. I play locally and regionally in North Texas and see this pedal on almost EVERY guitarist and bassist's boards every night.Great product - well made - worth every penny.** UPDATE **After using this tuner for a month I can say that I made the right decision.Fantastic product that every guitar player needs - period.** ** ** ** ** ** *EDIT 10-23-2012I have purchased another one of these tuners for an alternate pedal board.These really are the best tuners out there - you should get one today!There is no comparison to anything else out there - nothing - I have looked!",5.0,What needs to be said?,1325462400,"01 2, 2012"
A205483DF7XVDE,B0040ZBI52,"StevenEddy ""Audio Pro""","[4, 4]","I love these cheap little pedals.I don't know if these would make a long tour with rough use - but they will be good for small club use with a careful handler.Great for around the house and rehearsal.A little noisy - but what do you expect at this price, right?So far very reliable after a few months of use. I will take this out on a little club tour and post back with problems and reliability concerns and if there are any preventative measures to address beforehand.Otherwise - great product. They look cool also - like something out of the 60's Star Trek or something.*************************************09/27/2013I still use this pedal on my main pedal board - it just sounds so good!Sound guy asked me about it the other night - and when I showed it to him he didn't believe me.$10 for some of the best analog delay sounds out there - who needs boutique pedals?",5.0,Great pedal for the price,1325462400,"01 2, 2012"
A206T0W1VE8K1Q,B001L8PIFW,C3p-BRO,"[1, 5]","If you're a metalhead, STAY AWAY!! I tried this on multiple metal pedals and the peavey Rogue G10 blows it out of the water. This thing sounds like CRAP with anything distortion. It's GREAT for jazzy blues and an ultra clean tone though or that classic fender crunch. But if you demand metal, get far away!",1.0,CRAP,1371772800,"06 21, 2013"
A20HEID734XSTW,B004XNK7AI,Bill,"[0, 0]","This is a handy little piece, and for the money a great deal.  I have one of these for each of my guitars and they're as accurate as anything else I've used.",4.0,Handy,1353628800,"11 23, 2012"
A20JJ8634DG3FS,B000RPUMII,"Johnny Guitar ""J.F. Guitar""","[1, 1]","SUMMARYGreat pedal, buy it, you'll probably keep it! At its price point - 5 stars. I am keeping it and it is probably going to become a permanant addition to my pedalboard. Only time will tell but I like adding some vibrato for clean sounds. It reminds me a lot of how I used to set up my Super Reverb amp. Compared to all pedals, I'd actually give it 4 stars - downgrading 1 star for the plastic case and the limited functionality of the Rise control. But I liked it so much I decided to score it ""at its price point"".PROS- dirt cheap at $25 for a new pedal- sounds great - does not add or subtract any frequencies or add any noise (I wish I could say the same for some $200 pedals I've tried.)- Latched/Unlatched mode -- the best feature on the pedal. I love that I can put this in unlatched mode and use it to vibrato in short bursts.- Small form factor - normal ""single pedal"" size- Standard power supply - 9V Center negative - runs from pedal board power or a battery- The larger foot pedal surface (compared to just a silver bullet switch) is nice for the unlatched mode useCONS- Cheap plastic case - I doubt its durability and would have preferred to pay more for a more durable case.- Latched/unlatched switch is small (hard to reach, have to bend over, can't do with a toe)- Rise control has only the most subtle impact on sound. Probably not needed on this pedal. Two larger controls for the other controls would be a better design for usability.- Like most pedals - the knobs are super small and not easily controlled with a toe, and the settings are hard to see. My favorite pedals have large knobs, well marked settings you can see from a distance, enough space between the knobs to set one without bumping another, and in the best cases, enough space, size, and durability for the knobs to be tweakable by a foot or toe bump.Suggested Redesign, ""Super Vibrato"" or ""Vibrato II""1) Change to a metal case2) Lose the Rise control altogether3) put the latched/unlatched modes on a 2nd stomp switch so you can stomp to go between modes4) Increase the size of and space between the other two controls -- put large ""foot controllable"" knobs with high visibility knobs.Then again, at 25 bucks, I might just buy a 2nd one and put one in latched and one in unlatched mode.",5.0,A keeper - I really like it,1377043200,"08 21, 2013"
A20L3BCRCICRSQ,B000VUNEZM,Jake,"[1, 1]","My new electric guitar isn't particularly comfortable to play while sitting, so I needed a strap.  I've played with straps in the past and always found them to be uncomfortable, so I hoped to find a padded strap that didn't break the bank.  This strap fits the bill just fine.  Depending on the angle that your pegs are set, however, you may find that the holes in the strap will with time enlarge to the point that the guitar is always in danger of falling.  If your pegs are set at an angle, like on a Strat, this strap will last forever.  If you're on a guitar with a horizontal peg, like a LP, you'll probably want to invest in some strap locks as well.  This will move the pressure from the strap holes to the metal locks and both extend the lifetime of the strap and its security.  The padding is OK, but not great - however, it's certainly better than a regular nylon strap and does a good job of forcing the strap to lay flat across the shoulder which is a huge bonus.",4.0,A decent enough strap for the money...,1392854400,"02 20, 2014"
A20OBCQWBKCGZT,B001PGXHW6,Flaherty,"[0, 0]","My kids were excited to split this pack of picks. Since there were two of each in the pack, they didn't have to argue over who got which pick. These are very unique and a nice way to personalize your playing. I think these would make a great gift for a grandparent or parent who played guitar in the 60's and 70's.",5.0,I love these very unique picks!,1286496000,"10 8, 2010"
A20OBCQWBKCGZT,B00HFRXACG,Flaherty,"[0, 0]","I'm mainly a guitarist but I do play bass from time to time on an old Fender American. These strings are very bright in a good way with a clear, smooth sound. I love the tone you get out of these, very bluesy and the punch isn't too rough it's just right. I'm a huge fan of D'Addario, been using their strings for at least 4 years and they never disappoint. Give these a try if you're looking for some new strings.",5.0,"D'Addario does it again, great punch and bright tone",1404691200,"07 7, 2014"
A214MI77WXVK9Q,B000PO30QM,Kim K.,"[0, 1]",I've purchased several of these in different lengths and styles and never had a problem but this one is giving me some minor difficulties with connection.  Like a loose connection.,3.0,Could be problematic,1372291200,"06 27, 2013"
A214MI77WXVK9Q,B002B8EWVW,Kim K.,"[2, 2]","When you purchase this product the advertisement leads you to believe a separate power supply is required but it does come with its own power supply.  There is no need to purchase a separate Behringer PSU-SB.Otherwise the time machine works fine, as described.",4.0,Works as advertised,1369353600,"05 24, 2013"
A217QN6PDMKS1A,B00646MZHK,Steve,"[0, 0]","This tuner does a great job tracking notes rather quickly, and I've enjoyed using it.  It does its job, and it's well worth the money.",5.0,Very useful.,1381276800,"10 9, 2013"
A21DER2RMJIDX7,B001PGXHX0,BelleBelle,"[11, 12]",10 picks medium which came in a clearly marked pack from the company. Cheaper than going into town and mailed directly to me. Good deal. Will order again!,5.0,Great price and good quality!,1335139200,"04 23, 2012"
A21GCOGHDQNHQS,B005FKF1PY,JVincent,"[0, 0]","I primarily play live and I am a tone-o-holic. In other words, I use high end pedals, cables, amps and pickups and try to keep as little as possibel between my guitar and amp. I bought a couple of these so I could have one on both my main and backup guitar. No more need for a pedal based tuner. These work that well and are almost undetectable from the front. They also won't mark up your prized instrument.",5.0,This replaced my pedal based tuner,1356652800,"12 28, 2012"
A21VM9WVF8EOSJ,B005NACC6M,"J. Warren ""NiALTA""","[2, 8]","Wow, the capture quality of the internal mics is so bad it almost makes me cry, but plug in some real mics and voila- the DR-40 becomes something special.... But, I do not always want to carry around so much equpment, and was hoping for better internal mics.Honestly, my super cheap Olympus pocket recorder sounded better than this thing.And WHY is the line-out so darn noisy!? Must be defective. Oh well... Gonna, have to send this back.",1.0,Internal mics are atrocious!!!,1359504000,"01 30, 2013"
A223S6N0DBQBHP,B001Q8DJO4,G. Vazquez,"[1, 1]",I've been buying these strings for a while now. They sound clean and crisp. The best part is the price.,5.0,Good strings! Great deal!,1362614400,"03 7, 2013"
A22SZV0N4O2FQM,B0033PSLSM,"Amazon Customer ""remo""","[7, 7]","I finally purchased this in line tuner to replace my hand held cheap tuner. This thing is way more accurate than my old tuner and because it is true bypass it doesn't suck any of your tone. I haven't used the battery pack, so don't know about battery life. I use a one-spot plug to power it. Another nice feature is you can set it to turn off the volume when in use or leave volume on. It's very heavy and seems sturdy and well built. The display is a little confusing at first, but once I read the manual it makes good sense and is easy to use.",5.0,Great true-bypass tuner,1293840000,"01 1, 2011"
A23NSKTMSPPBTR,B002VA464S,Wayne,"[1, 1]","This is a good quality microphone. The sound quality is good in the various modes, although I have used it primarily in cardioid and stereo modes. It's easy to set up. Under Windows 7, all I had to do is plug it in. The instruction manual hasn't been updated in years and gives instructions for Windows Vista and XP. The instructions for Vista are mostly accurate for Windows 7, but I found that the default settings are better than the recommended settings in the instructions. Also there is no driver supplied by the company. The Microsoft driver will work fine, and there might not be a sonic advantage to making their own driver. But it means that there is no custom control panel and you have to use the more obscure Windows ones. Also the icon for the microphone doesn't match the product, which isn't really a big deal. It's just a matter of attention to detail. The instruction manual is in English and French, but the warranty information is in French in both places. They both say there is a two year warranty and give a phone number in the Los Angeles area. There's a copy of the actual warranty on their website, although it does have terms that violate US law so I have no idea how they handle actual warranty issues.The only real negative I experienced when setting up was that it interfered with my keyboard. I'm using a fairly standard Logitech wireless keyboard, and it experienced a lag, and not all letters showed up when I typed. I unplugged the USB cable for the microphone and things went back to normal. Repeating the process yielded identical results. After rebooting the computer, the problem went away. Hopefully there won't be long term issues.The bottom line is that not a single problem related to the quality of the microphone itself, which works well, is very clear, and is extremely sensitive. It will pick up a whisper from 15 feet away with the same clarity as if I were sitting two feet in front of it. That's with volume settings that work clearly when I really am two feet in front of it. The down side is that it will pick up every stray sound from letting your hand rub your shirt to letting your feet rub the carpet. But those are practical considerations rather than limitations or faults of the microphone itself.",4.0,Bargain mic with a few issues,1386201600,"12 5, 2013"
A23NSKTMSPPBTR,B009O7CE5O,Wayne,"[0, 0]","There are lots of ways to tune a guitar ranging from using a tuning fork to sitting next to a properly tuned piano. I've also used a variety of electronic tuners over the years with everything from rows of flashing lights to meters with a needle. There are some excellent tuners out there with tone generators, metronomes, etc. built in. But this device is simple, portable, easy to use, and just plain works. It's also cheap enough that even if you have other types of tuners, it's worth the money to get one of these for each guitar case. Aside from its simplicity, it's also less bothered by background noise, as other units with microphones might be.",5.0,Every guitar case should have one,1355961600,"12 20, 2012"
A24FQKYEPUQBRG,B007BY2F7O,zj,"[0, 0]","I've tried other strings with the Jackson with no luck ( what a stupid guitar to string ) anyway I like the sound they do seem to carry better, if only a little. The texture seems to be a bit rougher but I'm sure they will be fine to play once broken in. Pulse there Rocksmith endorsed LOL.",5.0,Jackson Rose,1390780800,"01 27, 2014"
A24QFMD1RXLJMB,B007PKR3SK,thelastpiece,"[4, 5]",I switched over to using an Android tablet for notation when playing music. All of my 7&#34; tablets fit and even my larger HP Touchpad fits. I ended up using an Ainol Fire as my regular tablet. It would be nice if there was just a tiny bit more tilt up but it does what it is supposed to and it fits securely on the mic stand.,5.0,Works for all my tablets,1371340800,"06 16, 2013"
A25QPZOMZTFFV8,B0027842S4,"Brian Tassina ""Brian Tassina""","[0, 0]",The music stand is quite sturdy and well made in my humble opinion. I needed a music stand that could support a note book of music I have assembled over the years. This was great. I added a clip on LED light as well. PERFECT :-),5.0,Rugged and practical,1371427200,"06 17, 2013"
A263G5WS7JFRY1,B008277N80,R. Dary,"[0, 0]","I got 2 of these for grandkids.  They are all right.  I felt as if the uke was well worth the low price.  Like any uke, strings take a long time to set --- sometimes feels as if they never will.  probably would be improved with a set of Aguilas.  Buy a clipon tuner, too.  Snarf makes a great one that has both the vibration-sensing mode and a microphone, can be set for various instruments or chromatic, AND has a metronome function --- and they are so inexpensive!",5.0,Decent little uke,1400889600,"05 24, 2014"
A26GUM1C5M1E51,B002QJVTNA,Igor B.,"[1, 1]","Everest EZ Series Shoulder Rest for 4/4 Violin is very good deal, if you are learning to play a violin.It helps you to keep the violin in right position all the time.",5.0,Everest EZ Series Shoulder Rest for 4/4 Violin,1365724800,"04 12, 2013"
A26GUM1C5M1E51,B0037M62KA,Igor B.,"[0, 1]","Planet Waves Classic Leather Guitar Strap Black is good product.It's soft and pretty, and looks nice with my Strat.Recommend it.",5.0,"Planet Waves Classic Leather Guitar Strap, Black",1355961600,"12 20, 2012"
A26GUM1C5M1E51,B0044R1M0M,Igor B.,"[0, 0]","Rogue G10 10W Guitar Combo Amp Black is good small amp for practicing.Actually, it's loud enoucht for home.Recommend it.",5.0,Rogue G10 10W 1x3.5 Guitar Combo Amp Black,1354147200,"11 29, 2012"
A26M5O53PHZTKN,B000RWJQRE,"Debs ""peanut""","[0, 1]","I have purchased various lengths of these GLS cable to patch my rack equipment. They are well made, reliable and cost effective. The XLR connectors are secure and I couldn't purchase the cable and connectors and build them for less. The colors make it easy to identify the patches quickly especially in dim light.",5.0,Nicely made -handy patch cables,1370822400,"06 10, 2013"
A26M5O53PHZTKN,B0037GXRHM,"Debs ""peanut""","[8, 9]","I ordered these stands hoping that they would be better than the price indicated. However, the bag was ripped in 3 places. The stands were both scratched badly with lots of paint missing. The most annoying thing was that they did not match each other. The locking mechanism was different on each stand and they were different heights. The holes in the inner poles were drilled  in different places so in order to use the support pins and have the speakers at the same height, you had to adjust the legs to accommodate the difference in height. They looked like they might be relatively solid but I returned them anyway...bit disappointing.",2.0,Not so much,1321315200,"11 15, 2011"
A26NQIGPSFBU5Z,B002GYWBKU,DC,"[0, 0]","I got this little guy for my spider IV 15 for all the awesome features and it works flawlessly. Channel switching is a breeze, with almost no delay. The tuner works great as well, I tuned it on there then with my korg tuner and it matches up. The wah volume pedal is very useful too, vol is good for fade ins or fade outs. The amount of force needed to switch to wah is quite a bit, and seems like its a little too much force that's needed, but it works. And once you're switched over to the wah, don't expect to match up with Voodo Chile or Bulls On Parade. Its good, but doesn't really cut it if you want a great wah sound. Overall though it's a good buy for your line 6 amp.",5.0,Great pedal to have,1343174400,"07 25, 2012"
A26RLGZUUENC6E,B000UF3SEA,S. Trivoli,"[0, 0]","Let's face it, I'm sure there are better compressors than this for about 3 to 4 times the price but this brought my amp into the light. Bright, crisp, clean, balanced sound reproduction. Got the Danelectro wall wart for it. Worked great. The free shipping was lighting fast and I got more than I bargain for. Get one!",5.0,night & day,1272931200,"05 4, 2010"
A27AD1FFGBVFY0,B0018TC3I4,RobE,"[5, 19]","Don't buy this Chinese piece of crap if you really need a three guitar stand. It is barely workable for two.It is easy to set up, but the way the neck brackets are arranged you are only going to get two guitars comfortably on it and even then guitars can still slip off the stand even when you tighten the little rubber thingies on top to hold the neck in place. And you absolutely  have to keep that tight or your guitar will at some point turn sideways and fall to the floor/ground.The best thing these stands are built for are V Type guitars such as my Jackson Rhoads as long as you can put them back to back. For Les Paul and Strat type axes, their rounded lower bout curvatures make them prone to slipping on the narrow, stick like feet of the stand, especially when they are new. You can't tilt the feet up to try to lend more stability to the way the guitars hang because the feet won't support enough weight to make that possible. So this thing utterly fails in its designation as a three guitar stand. If you just gotta buy something from On Stage, get the double hang because there is more separation between instruments and so it ends up being better balanced. But really, you should just pass entirely on either the triple hang or the double hang.This is definitely a case of one gets what one pays for.",1.0,A Complete Joke,1309392000,"06 30, 2011"
A27EWIL4YBWTA0,B0073XCXHA,S. C. Dallman,"[0, 0]","I have several Snarks. They are the first tuner my young guitar students have no problems with. Fast and accurate. The SN-8 IS a little faster and slightly more accurate than the other, older models, with a brighter display (at slightly reduced battery life) but they are all great. I have lots of tuners, and several brands of clip ons. This is my favorite. There is no close second. I play 5 string bass in a band and at church as well as guitar. I love this tuner.",5.0,Great tuner,1364515200,"03 29, 2013"
A27EWIL4YBWTA0,B00FXKIG5I,S. C. Dallman,"[0, 0]","I've purchased many Snark tuners. For my young guitar students, they are the easiest for them to use. Very stable and they make tuning a joy.This new Snark is compact and is also fast, stable and easy to read. My one problem is the angle the viewing screen is in use. I have to bend my neck far back of the guitar to see it. They need to rethink the design.But overall, I like it. I'll still keep my older Snarks and continue to use this one as well.",5.0,It's a Snark,1389744000,"01 15, 2014"
A27KQGXAU8Z7OT,B002GYWBIM,Josiah Springman,"[0, 0]",A good modeling amp. My only complaint is I didn't like the clean sounds not to my liking. Other than that an awesome amp.,5.0,Good amp.,1366848000,"04 25, 2013"
A27L5L6I7OSV5B,B005FKF1PY,Otto Correct,"[4, 5]","I'll be upfront and honest right away and say that I'm not the biggest fan of headstock tuners.  I love the idea, but usually I feel the execution leaves a bit to be desired.  But when this popped up on my Vine newsletter I thought I'd give it a go and see if this one fixed any of the things I don't like about the other ones (*COUGH*snark*COUGH*).A little background first, I guess.  I've been playing guitar for the last 9 years, and I currently have two other tuners.  I have a little Korg plug in type,  where you can have it pick up your signal with an instrument cable or just use the microphone on the front to tune up.  I also have a Boss TU-3 pedal tuner.  If I'm jamming with friends or playing a show, the TU-3 is what I'll use to stay in tune.  Its very durable and accurate, and I like how I can step on it to engage both the tuner and cut out my guitar signal, so I can tune in silence and not annoy my friends and/or the audience.  For home practice I use the Korg, as I usually tune up before I start playing, then just plug into my practice amp and blast away.  The Korg is nice and accurate, easy enough to use for alternate tunings, and in 9 years of having it around (including in and out of jam sessions before buying the TU-3) I've only had to buy one replacement.I first saw a headstock tuner a year ago when a friend went to get an electronic tuner and the guy at the guitar store talked him into that blue Snark that everyone seems to have these days.  He was not incredibly pleased with it.  Not only was it somewhat garish to have a big blue ball sitting on your headstock, it seemed kinda flimsy to me and it wasn't exatly easy to tune up with it.  While I thought the idea of having a tuner that worked off the resonation of your guitar would be cool, it seemed like the design had a bit of a ways to go before it was something I'd want on my headstock.Enter this Mini Headstock Tuner by Planet Waves.  Does it fix the problems that made the Snark so unappealing to my friend and me?1.  Accuracy:  It does seem to tune accurately, that's a good thing, and it already puts this ahead of the Snark.  Its not easy to use for alternate tunings however, so do keep that in mind.  Also, the letters take some getting used to, as they use that kind of chunky LCD block style that you find on some DVD players.  Not a huge complaint, but it isn't as idiot proof as my Korg or TU-3.2.  Looks/Ease Of Use:  It's quite a bit more subtle than the Snark, able to hide behind your headstock, which is quite preferable to having a blue ball sitting on the end of your guitar.  The only problem with it hiding behind the back of your headstock is if you have a Les Paul style headstock where you have three tuners on each side, you may have trouble finding a spot where the tuner actually fits and can be seen.  My LP copy has the larger Grover tuners so my only choice is on the very end of the headstock.  I wear my guitar fairly low, so I was able find an area where I can see it from the top down, but those who sling it a bit higher might be outta luck.  Those with Fender style headstocks should have no problem, though, it'll work great for them.  Also, it is plenty bright, so seeing it well enough is not going to be an issue.3.  Durability:  This is where the main drawback to these types of tuners are.  The Snark is very easy to break, as it rests on a small ball joint.  This Planet Waves mini isn't going to lose its head too easy, but the ratcheting clip is made of plastic and I don't expect it to hold up under too much use.  The tuner itself is made of fairly light duty plastic too, so as nice as it would be to keep this in your pocket on the way to a jam session, I still think it would be easy enough to break.  I haven't had it long enough for this to happen yet, so I can only give you my initial impressions.  Let's just say this, I'd never gig with this guy as my only tuner.  Its obviously not going to be rugged enough for that type of use.All in all, it is a better headstock choice than the Snark.  However, headstock tuners as a whole still have a ways to go before they're gonna work for everyone.  Anyone who gigs often would be better off getting some kind of pedal tuner (I personally suggest a Boss TU-2 or TU-3 or a Korg Pitchblack).  I know they're more expensive, but you'll be happier off in the long run.  Those looking for a convenient way to tune up between songs during a jam session, this is a nice option.  But it may not hold up forever.I'll probably stick to my TU-3 and my Korg plug in, but as headstock tuners go, this is nicer than most.",3.0,"Its good for what it is, but they're not great yet...",1319587200,"10 26, 2011"
A27L5L6I7OSV5B,B00AQBT3EW,Otto Correct,"[4, 6]","Strung these up on my LP Goldtop with P-90's.D'Addario promises these strings to be ""comprised of mathematically optimized string gauge combinations"" that result in ""greater dynamic control and a more consistent feel between strings.""I dunno anything regarding the science behind this, but the main difference in gauge seems to be slightly thicker A and D strings compared to the regular set of D'Addario 10s they offer.  Its not a huge huge difference, but the strings are fairly unique in their feel and performance.For one thing, they're pretty stiff.  They bend, but not easily.  Maybe that's what they mean by ""Balanced tension.""  They're also a tad mellow for roundwound nickel coated 10s.  Not flatwound mellow, by any means, but not quite as bright as your regular set of 10s.  I do get a great rock tone out of them, mind you, but you may be taken aback at first by their slightly darker sound.  Personally, I like the tone I get out of them, they're big and warm without being dull sounding, but again, your preferences might differ.One thing that's GREAT about these strings is, once they're properly stretched, they stay in tune FOREVER!  Again, maybe this is part of the ""balanced tension,"" and if so, good job D'Addario.I haven't had them on forever to really see how long they last, but they've been on for two weeks and sound just as good as day one.Who would these appeal to?  Well, if you like really light strings that bend easily, you're not going to like these.  If you're a rythm player who does long gigs, the tuning stability and big warm sound mean these are for you!",4.0,"Good, but unique...",1360281600,"02 8, 2013"
A27V6PS7Y83OIV,B0040O49OU,Mathew K Raikes,"[14, 15]","I ordered this strap to use with both my concert & tenor ukes.  It just works.I already owned a ukulele leash-type thing that required me to poke my arm through a loop at one end and then put a hook in the uke's sound hole or tie it off to the head. The problem, of course is that if you just let go of the uke it still falls away from your body (sometimes disastrously).  With a strap like this one, you can completely let go of your uke & it stays perfectly in place. Chord changes & strumming become easier when you don't have to concentrate so much on clamping the thing to your body or supporting the neck.This is a nice size strap, not to wide not to narrow.  The length is easily adjusted to work with a variety of uke (and uke player) sizes. It does require at least one button on the bottom of the uke. The other end of the strap can be tied to the head with the included string if you like to do it that way. In my case I installed two buttons - more convenient and the strap doesn't interfere with my chord-hand. Here are the buttons I used:Strap ButtonsIf the thought of installing buttons makes you hesitant, put your fears aside. It can be done quickly & easily and the end result is well worth it. Here's an entertaining how-to video that will walk you through it: (...)",5.0,Stick with the strap.,1327017600,"01 20, 2012"
A28X8QQ97HM6CX,B000VZYS66,"Robert M. Koretsky ""DIYer""","[1, 1]","I bought this product for only one reason: I have several amps that are not guitar amps, but stereo or PA-type, clean, high powered , two channels, that I want to use as guitar amps, either as the primary or backup. This tube modeler acts first as a pre-amp, and then adds gain, volume control, ""crunch"", whatever, to the non-guitar amps to make them sound like guitar amps. I don't really care what tube amps it models, or what mic placement, I just want the guitar amp sound and style. I also use it in front of a Behringer Ultra-G DI box, so that the DI box splits the signal coming from the TM300 and sends half to my non-guitar amps and guitar speakers on stage, and the other half to the house PA. I don't think that many people would do this.The sound you get out of this box is affected by what amp, and kind of amp you are driving with it, and also what kind of speakers that amp is driving. The acoustics of the space you are playing in also affects the sound, but I've used this box with all of its settings driving PA amps, home stereo amps, bass amps, and guitar amps, all of which drove PA speakers, bass speakers and Eminence Commonwealth 12 guitar speakers, all in the same acoustic space. Each combination of amp and speaker with all settings on the box held constant, sound different: some more like guitar  amps and speakers, some not. As I said, I don't really care about what tube amp is being modeled, only that I get an authentic guitar and speaker sound out of the box. It works for me.I read reviews that say that this is a digital knockoff of the analog Sansamp GT2, and based on its performance so far, it has served as kind of like a cheap preview of what the Sansamp can do. I would consider getting the GT2 in the future, but for now this product is, for me, the poor man's tube amp.",5.0,The poor man's tube amp,1372723200,"07 2, 2013"
A29GXZXORG2DS0,B001J5RYXQ,Princessdeo,"[1, 2]","It feels great, looks great, and sounds great. What more can I say? If you're just starting out, this guitar is perfect for you. Once you get better at playing it, you can customize it a bit more to your level of skill. Highly recommended.",5.0,great for beginners,1315440000,"09 8, 2011"
